"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"17","ZAF","Three cities","2004-2007","Sexually active adults","O","F","ALL","M1572","2234 person yrs. of observation.  Cities: Durban, Gugulethu, & Soshanguve.  Depoprovera user.  Age range 16-49 yrs.  Breakdown by age is provided.  Mar. 04 - Mar. 07.","I","South Africa","Durban, Soshanguve, Gugulethu","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","103","-1","-1.00","4.60","BW","RAPID*2, ELISA/PCR","1,618"
"16","ZAF","Three cities","2004-2007","Sexually active adults","O","F","25Y49Y","M1572","531 person yrs. of observation.  Cities: Durban, Gugulethu, & Soshanguve.  Combined oral contraceptive user.  Mar. 04 - Mar. 07.","I","South Africa","Durban, Soshanguve, Gugulethu","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","11","-1","-1.00","2.10","BW","RAPID*2, ELISA/PCR","363"
"5","ZAF","Johannesburg","2003-2007","Women","N","F","ALL","C0703","Age 18+.  Followed up every 3 mos. for 12-18 mos.  Aciclovir & placebo groups combined.  Oct. 03 - Nov. 07.","I","South Africa","Johannesburg","Celum, C., A. Wald, J. Hughes, et al.",2008,"Effect of Aciclovir on HIV-1 Acquisition in Herpes Simplex Virus 2 Seropositive Women and Men Who Have Sex with ...","Lancet, vol. 371, no. 9630, pp. 2109-2119.","HIV1","0","-1","-1.00","4.80","BW","RAPID*2, WB","N/A"
"15","ZAF","Three cities","2004-2007","Sexually active adults","O","F","22Y24Y","M1572","101 person yrs. of observation.  Cities: Durban, Gugulethu, & Soshanguve.  Combined oral contraceptive user.  Mar. 04 - Mar. 07.","I","South Africa","Durban, Soshanguve, Gugulethu","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","3","-1","-1.00","3.00","BW","RAPID*2, ELISA/PCR","65"
"14","ZAF","Three cities","2004-2007","Sexually active adults","O","F","16Y21Y","M1572","123 person yrs. of observation.  Cities: Durban, Gugulethu, & Soshanguve.  Combined oral contraceptive user.  Mar. 04 - Mar. 07.","I","South Africa","Durban, Soshanguve, Gugulethu","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","7","-1","-1.00","5.70","BW","RAPID*2, ELISA/PCR","73"
"13","ZAF","Three cities","2004-2007","Sexually active adults","O","F","ALL","M1572","755 person yrs. of observation.  Cities: Durban, Gugulethu, & Soshanguve.  Breakdown by age is provided.  Combined oral contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","Durban, Soshanguve, Gugulethu","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","21","-1","-1.00","2.80","BW","RAPID*2, ELISA/PCR","501"
"12","ZAF","Soshanguve","2004-2007","Sexually active adults","O","F","ALL","M1572","1138 person yrs. of observation.  Site: University of Limpopo Medunsa Campus.  Located in Gauteng Province.  Nonhormonal contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Limpopp Medunsa Campus","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","32","-1","-1.00","2.80","BW","RAPID*2, ELISA/PCR","991"
"11","ZAF","Soshanguve","2004-2007","Sexually active adults","O","F","ALL","M1572","766 person yrs. of observation.  Site: University of Limpopo Medunsa Campus.  Located in Gauteng Province.  Norethisterone enanthate user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Limpopp Medunsa Campus","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","23","-1","-1.00","3.00","BW","RAPID*2, ELISA/PCR","537"
"10","ZAF","Soshanguve","2004-2007","Sexually active adults","O","F","ALL","M1572","526 person yrs. of observation.  Site: University of Limpopo Medunsa Campus.  Located in Gauteng Province.  Depoprovera user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Limpopp Medunsa Campus","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","23","-1","-1.00","4.40","BW","RAPID*2, ELISA/PCR","365"
"2","ZAF","Orange Farm region/ urban","2002-2004","Adults","N","M","ALL","A0397","881 person yrs. of observation.  Semi-urban region close to Johannesburg.  Located in Gauteng Province.  Age range 18-24 yrs. at 3 mos. follow-up visit.  July 02 - Feb. 04.","I","South Africa","Orange Farm region","Auvert, B., D. Taljaard, E. Lagarde, et al.",2005,"Randomized, Controlled Intervention Trial of Male Circumcision for Reduction of HIV Infection Risk: The ANRS 1265 Trial","PLoS Medicine, vol. 2, issue 11, e298, pp. 1112-1122, <http://www.plosmedicine.org>, accessed on May 22, 2006.","HIV","11","-1","-1.00","1.25","BW","ELISA*3","2,830"
"9","ZAF","Gugulethu","2004-2007","Sexually active adults","O","F","ALL","M1572","754 person yrs. of observation.  Site: University of Cape Town.  Located in Western Cape Province.  Nonhormonal contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Cape Town","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","18","-1","-1.00","2.40","BW","RAPID*2, ELISA/PCR","554"
"8","ZAF","Gugulethu","2004-2007","Sexually active adults","O","F","ALL","M1572","610 person yrs. of observation.  Site: University of Cape Town.  Located in Western Cape Province.  Norethisterone enanthate user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Cape Town","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","21","-1","-1.00","3.40","BW","RAPID*2, ELISA/PCR","494"
"7","ZAF","Gugulethu","2004-2007","Sexually active adults","O","F","ALL","M1572","1124 person yrs. of observation.  Site: University of Cape Town.  Located in Western Cape Province.  Depoprovera user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Cape Town","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","32","-1","-1.00","2.80","BW","RAPID*2, ELISA/PCR","819"
"6","ZAF","Durban","2004-2007","Sexually active adults","O","F","ALL","M1572","784 person yrs. of observation.  Site: Medical Research Council.  Located in KwaZulu-Natal Province.  Nonhormonal contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","Medical Research Council","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","41","-1","-1.00","5.20","BW","RAPID*2, ELISA/PCR","740"
"5","ZAF","Durban","2004-2007","Sexually active adults","O","F","ALL","M1572","189 person yrs. of observation.  Site: Medical Research Council.  Located in KwaZulu-Natal Province.  Norethisterone enanthate user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","Medical Research Council","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","11","-1","-1.00","5.80","BW","RAPID*2, ELISA/PCR","132"
"4","ZAF","Durban","2004-2007","Sexually active adults","O","F","ALL","M1572","583 person yrs. of observation.  Site: Medical Research Council.  Located in KwaZulu-Natal Province.  Depoprovera user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","Medical Research Council","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","48","-1","-1.00","11.06","BW","RAPID*2, ELISA/PCR","434"
"3","ZAF","Durban","2004-2007","Sexually active adults","O","F","ALL","M1572","140 person yrs. of observation.  Site: Medical Research Council.  Located in KwaZulu-Natal Province.  Combined oral contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","Medical Research Council","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","5","-1","-1.00","3.60","BW","RAPID*2, ELISA/PCR","81"
"2","ZAF","Soshanguve","2004-2007","Sexually active adults","O","F","ALL","M1572","421 person yrs. of observation.  Site: University of Limpopo Medunsa Campus.  Located in Gauteng Province.  Combined oral contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Limpopo Medunsa Campus","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","10","-1","-1.00","2.40","BW","RAPID*2, ELISA/PCR","292"
"1","ZAF","Gugulethu","2004-2007","Sexually active adults","O","F","ALL","M1572","194 person yrs. of observation.  Site: University of Cape Town.  Located in Western Cape Province.  Combined oral contraceptive user.  Age range 16-49 yrs.  Mar. 04 - Mar. 07.","I","South Africa","University of Cape Town","Morrison, C. S., S. Skoler, C. Kwok, et al.",2012,"Hormonal Contraception and the Risk of HIV Acquisition among Women in South Africa","AIDS, vol. 26, no. 4, pp. 497-504.","HIV","6","-1","-1.00","3.10","BW","RAPID*2, ELISA/PCR","128"
"24","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","40Y+","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.60","BS","RAPID*2, ELISA","N/A"
"23","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","35Y39Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","3.10","BS","RAPID*2, ELISA","N/A"
"22","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","30Y34Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","6.10","BS","RAPID*2, ELISA","N/A"
"21","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","25Y29Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.40","BS","RAPID*2, ELISA","N/A"
"20","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","20Y24Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.10","BS","RAPID*2, ELISA","N/A"
"19","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","<20Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","1.70","BS","RAPID*2, ELISA","N/A"
"18","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","40Y+","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","-1","-1","-1.00","0.00","BS","RAPID*2, ELISA","N/A"
"17","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","35Y39Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.30","BS","RAPID*2, ELISA","N/A"
"16","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","30Y34Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","3.10","BS","RAPID*2, ELISA","N/A"
"15","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","25Y29Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","4.90","BS","RAPID*2, ELISA","N/A"
"14","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","20Y24Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","4.40","BS","RAPID*2, ELISA","N/A"
"13","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","<20Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.30","BS","RAPID*2, ELISA","N/A"
"12","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","40Y+","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","1.50","BS","RAPID*2, ELISA","N/A"
"11","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","35Y39Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","2.60","BS","RAPID*2, ELISA","N/A"
"10","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","30Y34Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","4.50","BS","RAPID*2, ELISA","N/A"
"9","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","25Y29Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","3.80","BS","RAPID*2, ELISA","N/A"
"8","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","20Y24Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","3.00","BS","RAPID*2, ELISA","N/A"
"7","ZAF","Three Provinces","2006-2007","Pregnant women","G","F","<20Y","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 rural & 2 urban health facilities in each Province.  Tested HIV- at first antenatal clinic visit.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","0","-1","-1.00","1.90","BS","RAPID*2, ELISA","N/A"
"6","ZAF","Three Provinces/ rural","2006-2007","Pregnant women","G","F","ALL","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  1 health facility in each Province.  Breakdown by age is provided.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","33","-1","-1.00","9.10","BS","RAPID*2, ELISA","1,278"
"5","ZAF","Three Provinces/ urban","2006-2007","Pregnant women","G","F","ALL","M1263","Provinces: Mpumalanga, Eastern Cape, & Free State.  2 health facilities in each Province.  Breakdown by age is provided.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","39","-1","-1.00","12.40","BS","RAPID*2, ELISA","1,099"
"3","ZAF","Three Provinces","2006-2007","HIV- pregnant women","G","F","ALL","M1263","679 person yrs. of observation.  Provinces: Mpumalanga, Eastern Cape, & Free State. 1 rural & 2 urban facilities in each Province.  Age range 16-47 yrs.  Breakdown by area & age is provided.  June 06 - June 07.  Rapid tests: Determine & First Response.","I","South Africa","Mpumalanga, Eastern Cape, Free State Provinces","Moodley, D., T. M. Esterhuizen, T. Pather, et al.",2009,"High HIV Incidence during Pregnancy: Compelling Reason for Repeat HIV Testing","AIDS, vol. 23, no. 10, pp. 1255-1259.","HIV","72","-1","-1.00","10.60","BS","RAPID*2, ELISA","2,377"
"5","ZAF","Khayelitsha","2002-2004","Women","N","F","45Y49Y","M1224","1075 person yrs. of observation.  Followed for 24 mos.","I","South Africa","Khayelitsha","Myer, L., L. Denny, T. C. Wright, et al.",2007,"Prospective Study of Hormonal Contraception and Women's Risk of HIV Infection in South Africa","International Journal of Epidemiology, vol. 36, no. 1, pp. 166-174.","HIV","0","-1","-1.00","1.12","BW","UNK","N/A"
"4","ZAF","Khayelitsha","2002-2004","Women","N","F","40Y44Y","M1224","1640 person yrs. of observation.  Followed for 24 mos.","I","South Africa","Khayelitsha","Myer, L., L. Denny, T. C. Wright, et al.",2007,"Prospective Study of Hormonal Contraception and Women's Risk of HIV Infection in South Africa","International Journal of Epidemiology, vol. 36, no. 1, pp. 166-174.","HIV","0","-1","-1.00","2.01","BW","UNK","N/A"
"3","ZAF","Khayelitsha","2002-2004","Women","N","F","35Y39Y","M1224","2293 person yrs. of observation.  Followed for 24 mos.","I","South Africa","Khayelitsha","Myer, L., L. Denny, T. C. Wright, et al.",2007,"Prospective Study of Hormonal Contraception and Women's Risk of HIV Infection in South Africa","International Journal of Epidemiology, vol. 36, no. 1, pp. 166-174.","HIV","0","-1","-1.00","2.88","BW","UNK","N/A"
"2","ZAF","Khayelitsha","2002-2004","Women","N","F","ALL","M1224","5010 person yrs. of observation.  Age range 35-49 yrs.  Followed for 24 mos.  Breakdown by age is provided.","I","South Africa","Khayelitsha","Myer, L., L. Denny, T. C. Wright, et al.",2007,"Prospective Study of Hormonal Contraception and Women's Risk of HIV Infection in South Africa","International Journal of Epidemiology, vol. 36, no. 1, pp. 166-174.","HIV","111","-1","-1.00","2.22","BW","UNK","4,200"
"8","ZAF","Khayelitsha","2001-2005","HIV- women","O","F","ALL","M0921","4641 person yrs. of observation.  Followed up at 24 mos.  Age range 35-65 yrs.  Breakdown by practice is provided.  Mar. 01 - Dec. 05.","I","South Africa","Khayelitsha","Myer, L., L. Denny, M. de Souza, et al.",2006,"Distinguishing the Temporal Association between Women's Intravaginal Practices and Risk of Human Immunodeficiency Virus ...","American Journal of Epidemiology, vol. 163, no. 6, pp. 552-560.","HIV","85","-1","-1.00","1.83","BW","ELISA*2","3,570"
"7","ZAF","Khayelitsha","2001-2005","HIV- women","O","F","ALL","M0921","Community located outside Cape Town.  Followed up at 24 mos.  Not reporting intravaginal practices.  Age range  35-65 yrs.  Mar. 01 - Mar. 05.","I","South Africa","Khayelitsha","Myer, L., L. Denny, M. de Souza, et al.",2006,"Distinguishing the Temporal Association between Women's Intravaginal Practices and Risk of Human Immunodeficiency Virus ...","American Journal of Epidemiology, vol. 163, no. 6, pp. 552-560.","HIV","0","-1","-1.00","1.78","BW","ELISA*2","2,625"
"6","ZAF","Khayelitsha","2001-2005","HIV- women","O","F","ALL","M0921","Community located outside Cape Town.  Followed up at 24 mos.  Reporting intravaginal practices.  Age range  35-65 yrs.  Mar. 01 - Mar. 05.","I","South Africa","Khayelitsha","Myer, L., L. Denny, M. de Souza, et al.",2006,"Distinguishing the Temporal Association between Women's Intravaginal Practices and Risk of Human Immunodeficiency Virus ...","American Journal of Epidemiology, vol. 163, no. 6, pp. 552-560.","HIV","0","-1","-1.00","1.97","BW","ELISA*2","945"
"1","ZAF","Khayelitsha","2000-2003","Women","N","F","ALL","M0883","African community.  Located outside Cape Town.  Age range 35-65 yrs.  June 00 - Dec. 03.  Also, see M0882.","I","South Africa","Khayelitsha","Myer, L., L. Denny, R. Telerant, et al.",2005,"Bacterial Vaginosis and Susceptibility to HIV Infection in South African Women: A Nested Case-Control Study","Journal of Infectious Diseases, vol. 192, no. 8, pp. 1372-1380.","HIV","86","-1","-1.00","2.10","B","ELISA*2","5,110"
"3","ZAF","Cape Town","2003-2004","Volunteers","N","B","21Y39Y","M0790","20 males & 75 females.  Follow up for 1 yr.  Nov. 03 - Apr. 04.","I","South Africa","Cape Town","Middelkoop, K., L. Myer, M. Phil, et al.",2008,"Adolescent and Adult Participation in an HIV Vaccine Trial Preparedness Cohort in South Africa","Journal of Adolescent Health, vol. 43, no. 1, pp. 8-14.","HIV","-1","-1","-1.00","5.80","B","UNK","95"
"2","ZAF","Cape Town","2003-2004","Volunteers","N","B","16Y20Y","M0790","7 males & 67 females.  Follow up for 1 yr.  Nov. 03 - Apr. 04.","I","South Africa","Cape Town","Middelkoop, K., L. Myer, M. Phil, et al.",2008,"Adolescent and Adult Participation in an HIV Vaccine Trial Preparedness Cohort in South Africa","Journal of Adolescent Health, vol. 43, no. 1, pp. 8-14.","HIV","-1","-1","-1.00","9.20","B","UNK","74"
"1","ZAF","Cape Town","2003-2004","Volunteers","N","B","ALL","M0790","27 males & 142 females.  Age range 16-39 yrs.  Breakdown by age is provided.  Follow up for 1 yr.  Nov. 03 - Apr. 04.","I","South Africa","Cape Town","Middelkoop, K., L. Myer, M. Phil, et al.",2008,"Adolescent and Adult Participation in an HIV Vaccine Trial Preparedness Cohort in South Africa","Journal of Adolescent Health, vol. 43, no. 1, pp. 8-14.","HIV","13","-1","-1.00","7.20","B","UNK","169"
